"*Beginning for the 2015-16 season, reports from public health and clinical laboratories are presented separately in the weekly influenza update, FluView. Data from clinical laboratories include the weekly total number of specimens tested, the number of positive influenza test, and the percent positive by influenza type."
REGION TYPE,REGION,YEAR,WEEK,TOTAL SPECIMENS,TOTAL A,TOTAL B,PERCENT POSITIVE,PERCENT A,PERCENT B
States,Pennsylvania,2017,23,129,0,0,0,0,0
States,Rhode Island,2017,23,X,X,X,X,X,X
States,South Carolina,2017,23,108,1,1,1.85,0.93,0.93
States,South Dakota,2017,23,117,0,0,0,0,0
States,Tennessee,2017,23,56,1,0,1.79,1.79,0
States,Texas,2017,23,1100,5,15,1.82,0.45,1.36
States,Utah,2017,23,364,4,10,3.85,1.1,2.75
States,Vermont,2017,23,35,0,0,0,0,0
States,Virginia,2017,23,155,1,1,1.29,0.65,0.65
States,Washington,2017,23,302,0,3,0.99,0,0.99
States,West Virginia,2017,23,305,10,0,3.28,3.28,0
States,Wisconsin,2017,23,326,0,0,0,0,0
States,Wyoming,2017,23,X,X,X,X,X,X
States,Puerto Rico,2017,23,0,0,0,0,0,0
States,Virgin Islands,2017,23,X,X,X,X,X,X
States,New York City,2017,23,X,X,X,X,X,X
States,Alabama,2017,24,141,3,1,2.84,2.13,0.71
States,Alaska,2017,24,X,X,X,X,X,X
States,Arizona,2017,24,160,5,12,10.63,3.13,7.5
States,Arkansas,2017,24,22,0,0,0,0,0
States,California,2017,24,640,1,10,1.72,0.16,1.56
States,Colorado,2017,24,174,2,1,1.72,1.15,0.57
States,Connecticut,2017,24,245,0,0,0,0,0
States,Delaware,2017,24,12,0,1,8.33,0,8.33
States,District of Columbia,2017,24,X,X,X,X,X,X
States,Florida,2017,24,X,X,X,X,X,X
States,Georgia,2017,24,264,2,1,1.14,0.76,0.38
States,Hawaii,2017,24,180,3,0,1.67,1.67,0
States,Idaho,2017,24,X,X,X,X,X,X
States,Illinois,2017,24,139,1,3,2.88,0.72,2.16
States,Indiana,2017,24,96,1,0,1.04,1.04,0
States,Iowa,2017,24,56,0,0,0,0,0
States,Kansas,2017,24,30,0,0,0,0,0
States,Kentucky,2017,24,162,0,0,0,0,0
States,Louisiana,2017,24,236,4,1,2.12,1.69,0.42
States,Maine,2017,24,X,X,X,X,X,X
States,Maryland,2017,24,25,0,0,0,0,0
States,Massachusetts,2017,24,152,0,0,0,0,0
States,Michigan,2017,24,264,2,0,0.76,0.76,0
States,Minnesota,2017,24,130,2,0,1.54,1.54,0
States,Mississippi,2017,24,X,X,X,X,X,X
States,Missouri,2017,24,367,0,0,0,0,0
States,Montana,2017,24,70,0,1,1.43,0,1.43
States,Nebraska,2017,24,57,0,1,1.75,0,1.75
States,Nevada,2017,24,X,X,X,X,X,X
States,New Hampshire,2017,24,X,X,X,X,X,X
States,New Jersey,2017,24,X,X,X,X,X,X
States,New Mexico,2017,24,139,1,7,5.76,0.72,5.04
States,New York,2017,24,637,5,2,1.1,0.78,0.31
States,North Carolina,2017,24,72,0,0,0,0,0
States,North Dakota,2017,24,15,0,0,0,0,0
States,Ohio,2017,24,340,0,0,0,0,0
States,Oklahoma,2017,24,84,0,0,0,0,0
States,Oregon,2017,24,X,X,X,X,X,X
States,Pennsylvania,2017,24,203,0,2,0.99,0,0.99
States,Rhode Island,2017,24,X,X,X,X,X,X
States,South Carolina,2017,24,123,1,0,0.81,0.81,0
States,South Dakota,2017,24,101,0,0,0,0,0
States,Tennessee,2017,24,56,2,1,5.36,3.57,1.79
States,Texas,2017,24,903,3,7,1.11,0.33,0.78
States,Utah,2017,24,380,2,10,3.16,0.53,2.63
States,Vermont,2017,24,24,0,0,0,0,0
States,Virginia,2017,24,68,0,0,0,0,0
States,Washington,2017,24,286,0,5,1.75,0,1.75
States,West Virginia,2017,24,311,1,2,0.96,0.32,0.64
States,Wisconsin,2017,24,287,1,0,0.35,0.35,0
States,Wyoming,2017,24,X,X,X,X,X,X
States,Puerto Rico,2017,24,0,0,0,0,0,0
States,Virgin Islands,2017,24,X,X,X,X,X,X
States,New York City,2017,24,X,X,X,X,X,X
States,Alabama,2017,25,140,2,4,4.29,1.43,2.86
States,Alaska,2017,25,X,X,X,X,X,X
States,Arizona,2017,25,107,1,3,3.74,0.93,2.8
States,Arkansas,2017,25,26,0,0,0,0,0
States,California,2017,25,611,6,12,2.95,0.98,1.96
States,Colorado,2017,25,178,1,0,0.56,0.56,0
States,Connecticut,2017,25,218,2,0,0.92,0.92,0
States,Delaware,2017,25,X,X,X,X,X,X
States,District of Columbia,2017,25,X,X,X,X,X,X
States,Florida,2017,25,X,X,X,X,X,X
States,Georgia,2017,25,234,1,1,0.85,0.43,0.43
States,Hawaii,2017,25,134,1,5,4.48,0.75,3.73
States,Idaho,2017,25,X,X,X,X,X,X
States,Illinois,2017,25,126,0,0,0,0,0
States,Indiana,2017,25,91,0,0,0,0,0
States,Iowa,2017,25,53,0,0,0,0,0
States,Kansas,2017,25,34,1,0,2.94,2.94,0
States,Kentucky,2017,25,146,0,0,0,0,0
States,Louisiana,2017,25,266,3,3,2.26,1.13,1.13
States,Maine,2017,25,X,X,X,X,X,X
States,Maryland,2017,25,31,0,0,0,0,0
States,Massachusetts,2017,25,115,3,0,2.61,2.61,0
States,Michigan,2017,25,241,1,0,0.41,0.41,0
States,Minnesota,2017,25,125,0,2,1.6,0,1.6
States,Mississippi,2017,25,13,0,0,0,0,0
States,Missouri,2017,25,304,0,1,0.33,0,0.33
States,Montana,2017,25,49,0,0,0,0,0
States,Nebraska,2017,25,67,0,1,1.49,0,1.49
States,Nevada,2017,25,X,X,X,X,X,X
States,New Hampshire,2017,25,X,X,X,X,X,X
States,New Jersey,2017,25,X,X,X,X,X,X
States,New Mexico,2017,25,109,0,1,0.92,0,0.92
States,New York,2017,25,582,3,5,1.37,0.52,0.86
States,North Carolina,2017,25,59,0,0,0,0,0
States,North Dakota,2017,25,X,X,X,X,X,X
States,Ohio,2017,25,560,2,6,1.43,0.36,1.07
States,Oklahoma,2017,25,88,0,1,1.14,0,1.14
States,Oregon,2017,25,X,X,X,X,X,X
States,Pennsylvania,2017,25,68,0,0,0,0,0
States,Rhode Island,2017,25,X,X,X,X,X,X
States,South Carolina,2017,25,124,1,0,0.81,0.81,0
States,South Dakota,2017,25,68,0,0,0,0,0
States,Tennessee,2017,25,36,0,1,2.78,0,2.78
States,Texas,2017,25,785,5,3,1.02,0.64,0.38
States,Utah,2017,25,317,0,7,2.21,0,2.21
States,Vermont,2017,25,12,0,0,0,0,0
States,Virginia,2017,25,57,0,0,0,0,0
States,Washington,2017,25,279,1,5,2.15,0.36,1.79
States,West Virginia,2017,25,261,3,0,1.15,1.15,0
States,Wisconsin,2017,25,262,4,0,1.53,1.53,0
States,Wyoming,2017,25,X,X,X,X,X,X
States,Puerto Rico,2017,25,0,0,0,0,0,0
States,Virgin Islands,2017,25,X,X,X,X,X,X
States,New York City,2017,25,X,X,X,X,X,X
States,Alabama,2017,26,137,1,1,1.46,0.73,0.73
States,Alaska,2017,26,X,X,X,X,X,X
States,Arizona,2017,26,107,0,5,4.67,0,4.67
States,Arkansas,2017,26,33,0,0,0,0,0
States,California,2017,26,470,8,11,4.04,1.7,2.34
States,Colorado,2017,26,151,0,0,0,0,0
States,Connecticut,2017,26,191,0,1,0.52,0,0.52
States,Delaware,2017,26,X,X,X,X,X,X
States,District of Columbia,2017,26,X,X,X,X,X,X
States,Florida,2017,26,X,X,X,X,X,X
States,Georgia,2017,26,123,2,3,4.07,1.63,2.44
States,Hawaii,2017,26,106,0,0,0,0,0
States,Idaho,2017,26,X,X,X,X,X,X
States,Illinois,2017,26,134,0,0,0,0,0
States,Indiana,2017,26,83,1,1,2.41,1.2,1.2
States,Iowa,2017,26,31,1,0,3.23,3.23,0
States,Kansas,2017,26,28,0,0,0,0,0
States,Kentucky,2017,26,133,2,0,1.5,1.5,0
States,Louisiana,2017,26,185,1,1,1.08,0.54,0.54
States,Maine,2017,26,X,X,X,X,X,X
States,Maryland,2017,26,27,1,0,3.7,3.7,0
States,Massachusetts,2017,26,93,1,0,1.08,1.08,0
States,Michigan,2017,26,261,3,0,1.15,1.15,0
States,Minnesota,2017,26,122,3,0,2.46,2.46,0
States,Mississippi,2017,26,X,X,X,X,X,X
States,Missouri,2017,26,36,0,0,0,0,0
States,Montana,2017,26,14,0,0,0,0,0
States,Nebraska,2017,26,39,0,0,0,0,0
States,Nevada,2017,26,14,0,1,7.14,0,7.14
States,New Hampshire,2017,26,X,X,X,X,X,X
States,New Jersey,2017,26,X,X,X,X,X,X
States,New Mexico,2017,26,119,0,3,2.52,0,2.52
States,New York,2017,26,513,2,1,0.58,0.39,0.19
States,North Carolina,2017,26,69,0,1,1.45,0,1.45
States,North Dakota,2017,26,X,X,X,X,X,X
States,Ohio,2017,26,504,1,2,0.6,0.2,0.4
States,Oklahoma,2017,26,101,1,0,0.99,0.99,0
States,Oregon,2017,26,X,X,X,X,X,X
States,Pennsylvania,2017,26,62,0,0,0,0,0
States,Rhode Island,2017,26,X,X,X,X,X,X
States,South Carolina,2017,26,111,2,2,3.6,1.8,1.8
States,South Dakota,2017,26,97,0,0,0,0,0
States,Tennessee,2017,26,44,0,0,0,0,0
States,Texas,2017,26,632,0,4,0.63,0,0.63
States,Utah,2017,26,325,3,4,2.15,0.92,1.23
States,Vermont,2017,26,13,0,0,0,0,0
States,Virginia,2017,26,56,0,1,1.79,0,1.79
States,Washington,2017,26,259,5,4,3.47,1.93,1.54
States,West Virginia,2017,26,208,1,0,0.48,0.48,0
States,Wisconsin,2017,26,257,1,1,0.78,0.39,0.39
States,Wyoming,2017,26,X,X,X,X,X,X
States,Puerto Rico,2017,26,0,0,0,0,0,0
States,Virgin Islands,2017,26,X,X,X,X,X,X
States,New York City,2017,26,X,X,X,X,X,X
States,Alabama,2017,27,188,1,2,1.6,0.53,1.06
States,Alaska,2017,27,X,X,X,X,X,X
States,Arizona,2017,27,93,0,1,1.08,0,1.08
States,Arkansas,2017,27,25,0,0,0,0,0
States,California,2017,27,494,6,7,2.63,1.21,1.42
States,Colorado,2017,27,144,0,1,0.69,0,0.69
States,Connecticut,2017,27,167,0,0,0,0,0
States,Delaware,2017,27,X,X,X,X,X,X
States,District of Columbia,2017,27,X,X,X,X,X,X
States,Florida,2017,27,X,X,X,X,X,X
States,Georgia,2017,27,190,2,0,1.05,1.05,0
States,Hawaii,2017,27,136,4,3,5.15,2.94,2.21
States,Idaho,2017,27,X,X,X,X,X,X
States,Illinois,2017,27,100,0,1,1,0,1
States,Indiana,2017,27,66,0,0,0,0,0
States,Iowa,2017,27,X,X,X,X,X,X
States,Kansas,2017,27,38,1,0,2.63,2.63,0
States,Kentucky,2017,27,125,0,0,0,0,0
States,Louisiana,2017,27,168,0,2,1.19,0,1.19
States,Maine,2017,27,X,X,X,X,X,X
States,Maryland,2017,27,29,0,0,0,0,0
States,Massachusetts,2017,27,97,1,0,1.03,1.03,0
States,Michigan,2017,27,178,1,0,0.56,0.56,0
States,Minnesota,2017,27,103,1,0,0.97,0.97,0
States,Mississippi,2017,27,X,X,X,X,X,X
States,Missouri,2017,27,295,0,0,0,0,0
States,Montana,2017,27,63,1,1,3.17,1.59,1.59
States,Nebraska,2017,27,39,0,0,0,0,0
States,Nevada,2017,27,X,X,X,X,X,X
States,New Hampshire,2017,27,X,X,X,X,X,X
States,New Jersey,2017,27,X,X,X,X,X,X
States,New Mexico,2017,27,X,X,X,X,X,X
States,New York,2017,27,745,2,1,0.4,0.27,0.13
States,North Carolina,2017,27,46,0,0,0,0,0
States,North Dakota,2017,27,X,X,X,X,X,X
States,Ohio,2017,27,400,0,1,0.25,0,0.25
States,Oklahoma,2017,27,81,0,0,0,0,0
States,Oregon,2017,27,X,X,X,X,X,X
States,Pennsylvania,2017,27,44,0,0,0,0,0
States,Rhode Island,2017,27,X,X,X,X,X,X
States,South Carolina,2017,27,76,0,0,0,0,0
States,South Dakota,2017,27,92,0,1,1.09,0,1.09
States,Tennessee,2017,27,35,0,0,0,0,0
States,Texas,2017,27,599,3,4,1.17,0.5,0.67
States,Utah,2017,27,356,3,5,2.25,0.84,1.4
States,Vermont,2017,27,19,0,0,0,0,0
States,Virginia,2017,27,116,0,1,0.86,0,0.86
States,Washington,2017,27,252,1,3,1.59,0.4,1.19
States,West Virginia,2017,27,224,0,0,0,0,0
States,Wisconsin,2017,27,261,0,0,0,0,0
States,Wyoming,2017,27,X,X,X,X,X,X
States,Puerto Rico,2017,27,0,0,0,0,0,0
States,Virgin Islands,2017,27,X,X,X,X,X,X
States,New York City,2017,27,X,X,X,X,X,X
States,Alabama,2017,28,159,0,4,2.52,0,2.52
States,Alaska,2017,28,X,X,X,X,X,X
States,Arizona,2017,28,89,0,1,1.12,0,1.12
States,Arkansas,2017,28,33,0,2,6.06,0,6.06
States,California,2017,28,610,6,3,1.48,0.98,0.49
States,Colorado,2017,28,138,0,0,0,0,0
States,Connecticut,2017,28,174,2,0,1.15,1.15,0
States,Delaware,2017,28,X,X,X,X,X,X
States,District of Columbia,2017,28,X,X,X,X,X,X
States,Florida,2017,28,X,X,X,X,X,X
States,Georgia,2017,28,187,0,2,1.07,0,1.07
States,Hawaii,2017,28,112,1,2,2.68,0.89,1.79
States,Idaho,2017,28,X,X,X,X,X,X
States,Illinois,2017,28,118,1,3,3.39,0.85,2.54
States,Indiana,2017,28,91,2,1,3.3,2.2,1.1
States,Iowa,2017,28,X,X,X,X,X,X
States,Kansas,2017,28,26,0,0,0,0,0
States,Kentucky,2017,28,145,0,0,0,0,0
States,Louisiana,2017,28,176,3,1,2.27,1.7,0.57
States,Maine,2017,28,X,X,X,X,X,X
States,Maryland,2017,28,26,0,0,0,0,0
States,Massachusetts,2017,28,69,2,0,2.9,2.9,0
States,Michigan,2017,28,203,2,0,0.99,0.99,0
States,Minnesota,2017,28,124,0,0,0,0,0
States,Mississippi,2017,28,X,X,X,X,X,X
States,Missouri,2017,28,304,0,0,0,0,0
States,Montana,2017,28,68,0,0,0,0,0
States,Nebraska,2017,28,29,0,0,0,0,0
States,Nevada,2017,28,X,X,X,X,X,X
States,New Hampshire,2017,28,X,X,X,X,X,X
States,New Jersey,2017,28,X,X,X,X,X,X
States,New Mexico,2017,28,64,0,0,0,0,0
States,New York,2017,28,816,3,2,0.61,0.37,0.25
States,North Carolina,2017,28,66,0,0,0,0,0
States,North Dakota,2017,28,X,X,X,X,X,X
States,Ohio,2017,28,449,2,0,0.45,0.45,0
States,Oklahoma,2017,28,75,0,0,0,0,0
States,Oregon,2017,28,X,X,X,X,X,X
States,Pennsylvania,2017,28,101,0,0,0,0,0
States,Rhode Island,2017,28,X,X,X,X,X,X
States,South Carolina,2017,28,97,0,0,0,0,0
States,South Dakota,2017,28,93,0,0,0,0,0
States,Tennessee,2017,28,25,0,0,0,0,0
States,Texas,2017,28,634,4,2,0.95,0.63,0.32
States,Utah,2017,28,333,1,2,0.9,0.3,0.6
States,Vermont,2017,28,X,X,X,X,X,X
States,Virginia,2017,28,120,0,0,0,0,0
States,Washington,2017,28,200,3,0,1.5,1.5,0
States,West Virginia,2017,28,222,1,1,0.9,0.45,0.45
States,Wisconsin,2017,28,270,0,0,0,0,0
States,Wyoming,2017,28,X,X,X,X,X,X
States,Puerto Rico,2017,28,0,0,0,0,0,0
States,Virgin Islands,2017,28,X,X,X,X,X,X
States,New York City,2017,28,X,X,X,X,X,X
States,Alabama,2017,29,160,2,2,2.5,1.25,1.25
States,Alaska,2017,29,X,X,X,X,X,X
States,Arizona,2017,29,85,0,0,0,0,0
States,Arkansas,2017,29,32,0,0,0,0,0
States,California,2017,29,588,8,1,1.53,1.36,0.17
States,Colorado,2017,29,150,0,1,0.67,0,0.67
States,Connecticut,2017,29,150,1,0,0.67,0.67,0
States,Delaware,2017,29,X,X,X,X,X,X
States,District of Columbia,2017,29,X,X,X,X,X,X
States,Florida,2017,29,X,X,X,X,X,X
States,Georgia,2017,29,178,1,1,1.12,0.56,0.56
States,Hawaii,2017,29,68,0,1,1.47,0,1.47
States,Idaho,2017,29,X,X,X,X,X,X
States,Illinois,2017,29,103,0,1,0.97,0,0.97
States,Indiana,2017,29,79,0,0,0,0,0
States,Iowa,2017,29,21,0,0,0,0,0
States,Kansas,2017,29,35,1,1,5.71,2.86,2.86
States,Kentucky,2017,29,159,0,0,0,0,0
States,Louisiana,2017,29,145,1,1,1.38,0.69,0.69
States,Maine,2017,29,X,X,X,X,X,X
States,Maryland,2017,29,24,0,0,0,0,0
States,Massachusetts,2017,29,89,0,0,0,0,0
States,Michigan,2017,29,189,2,1,1.59,1.06,0.53
States,Minnesota,2017,29,126,0,0,0,0,0
States,Mississippi,2017,29,12,0,0,0,0,0
States,Missouri,2017,29,285,0,0,0,0,0
States,Montana,2017,29,50,0,0,0,0,0
States,Nebraska,2017,29,50,0,0,0,0,0
States,Nevada,2017,29,X,X,X,X,X,X
States,New Hampshire,2017,29,X,X,X,X,X,X
States,New Jersey,2017,29,X,X,X,X,X,X
States,New Mexico,2017,29,68,0,0,0,0,0
States,New York,2017,29,758,3,0,0.4,0.4,0
States,North Carolina,2017,29,55,0,0,0,0,0
States,North Dakota,2017,29,X,X,X,X,X,X
States,Ohio,2017,29,476,12,2,2.94,2.52,0.42
States,Oklahoma,2017,29,89,0,0,0,0,0
States,Oregon,2017,29,X,X,X,X,X,X
States,Pennsylvania,2017,29,94,1,0,1.06,1.06,0
States,Rhode Island,2017,29,X,X,X,X,X,X
States,South Carolina,2017,29,102,0,0,0,0,0
States,South Dakota,2017,29,101,0,0,0,0,0
States,Tennessee,2017,29,24,0,0,0,0,0
States,Texas,2017,29,602,5,4,1.5,0.83,0.66
States,Utah,2017,29,332,2,1,0.9,0.6,0.3
States,Vermont,2017,29,X,X,X,X,X,X
States,Virginia,2017,29,26,0,0,0,0,0
States,Washington,2017,29,230,0,2,0.87,0,0.87
States,West Virginia,2017,29,185,0,0,0,0,0
States,Wisconsin,2017,29,245,0,2,0.82,0,0.82
States,Wyoming,2017,29,X,X,X,X,X,X
States,Puerto Rico,2017,29,0,0,0,0,0,0
States,Virgin Islands,2017,29,X,X,X,X,X,X
States,New York City,2017,29,X,X,X,X,X,X
States,Alabama,2017,30,116,0,2,1.72,0,1.72
States,Alaska,2017,30,X,X,X,X,X,X
States,Arizona,2017,30,79,0,0,0,0,0
States,Arkansas,2017,30,32,0,0,0,0,0
States,California,2017,30,509,3,3,1.18,0.59,0.59
States,Colorado,2017,30,159,3,1,2.52,1.89,0.63
States,Connecticut,2017,30,183,3,0,1.64,1.64,0
States,Delaware,2017,30,X,X,X,X,X,X
States,District of Columbia,2017,30,X,X,X,X,X,X
States,Florida,2017,30,X,X,X,X,X,X
States,Georgia,2017,30,176,2,2,2.27,1.14,1.14
States,Hawaii,2017,30,144,1,4,3.47,0.69,2.78
States,Idaho,2017,30,X,X,X,X,X,X
States,Illinois,2017,30,104,0,0,0,0,0
States,Indiana,2017,30,66,0,2,3.03,0,3.03
States,Iowa,2017,30,11,0,0,0,0,0
States,Kansas,2017,30,38,0,0,0,0,0
States,Kentucky,2017,30,124,1,0,0.81,0.81,0
States,Louisiana,2017,30,160,5,0,3.13,3.13,0
States,Maine,2017,30,X,X,X,X,X,X
States,Maryland,2017,30,29,0,0,0,0,0
States,Massachusetts,2017,30,96,0,0,0,0,0
States,Michigan,2017,30,191,1,0,0.52,0.52,0
States,Minnesota,2017,30,110,1,0,0.91,0.91,0
States,Mississippi,2017,30,10,0,0,0,0,0
States,Missouri,2017,30,292,0,0,0,0,0
States,Montana,2017,30,47,0,0,0,0,0
States,Nebraska,2017,30,46,1,0,2.17,2.17,0
States,Nevada,2017,30,X,X,X,X,X,X
States,New Hampshire,2017,30,X,X,X,X,X,X
States,New Jersey,2017,30,X,X,X,X,X,X
States,New Mexico,2017,30,95,0,0,0,0,0
States,New York,2017,30,750,2,3,0.67,0.27,0.4
States,North Carolina,2017,30,64,0,0,0,0,0
States,North Dakota,2017,30,X,X,X,X,X,X
States,Ohio,2017,30,425,6,5,2.59,1.41,1.18
States,Oklahoma,2017,30,91,0,0,0,0,0
States,Oregon,2017,30,X,X,X,X,X,X
States,Pennsylvania,2017,30,99,0,0,0,0,0
States,Rhode Island,2017,30,X,X,X,X,X,X
States,South Carolina,2017,30,81,0,0,0,0,0
States,South Dakota,2017,30,78,0,0,0,0,0
States,Tennessee,2017,30,22,0,0,0,0,0
States,Texas,2017,30,492,2,1,0.61,0.41,0.2
States,Utah,2017,30,290,1,2,1.03,0.34,0.69
States,Vermont,2017,30,X,X,X,X,X,X
States,Virginia,2017,30,96,0,0,0,0,0
States,Washington,2017,30,214,2,0,0.93,0.93,0
States,West Virginia,2017,30,166,0,0,0,0,0
States,Wisconsin,2017,30,219,1,0,0.46,0.46,0
States,Wyoming,2017,30,X,X,X,X,X,X
States,Puerto Rico,2017,30,0,0,0,0,0,0
States,Virgin Islands,2017,30,X,X,X,X,X,X
States,New York City,2017,30,X,X,X,X,X,X
States,Alabama,2017,31,153,0,1,0.65,0,0.65
States,Alaska,2017,31,X,X,X,X,X,X
States,Arizona,2017,31,77,0,0,0,0,0
States,Arkansas,2017,31,28,0,0,0,0,0
States,California,2017,31,465,4,1,1.08,0.86,0.22
States,Colorado,2017,31,171,0,0,0,0,0
States,Connecticut,2017,31,164,1,1,1.22,0.61,0.61
States,Delaware,2017,31,10,0,0,0,0,0
States,District of Columbia,2017,31,X,X,X,X,X,X
States,Florida,2017,31,X,X,X,X,X,X
States,Georgia,2017,31,161,0,0,0,0,0
States,Hawaii,2017,31,132,0,0,0,0,0
States,Idaho,2017,31,X,X,X,X,X,X
States,Illinois,2017,31,76,0,0,0,0,0
States,Indiana,2017,31,49,0,1,2.04,0,2.04
States,Iowa,2017,31,X,X,X,X,X,X
States,Kansas,2017,31,18,0,0,0,0,0
States,Kentucky,2017,31,109,1,0,0.92,0.92,0
States,Louisiana,2017,31,191,6,0,3.14,3.14,0
States,Maine,2017,31,X,X,X,X,X,X
States,Maryland,2017,31,13,0,0,0,0,0
States,Massachusetts,2017,31,70,1,0,1.43,1.43,0
States,Michigan,2017,31,195,2,0,1.03,1.03,0
States,Minnesota,2017,31,130,2,0,1.54,1.54,0
States,Mississippi,2017,31,X,X,X,X,X,X
States,Missouri,2017,31,288,1,0,0.35,0.35,0
States,Montana,2017,31,48,0,0,0,0,0
States,Nebraska,2017,31,38,1,0,2.63,2.63,0
States,Nevada,2017,31,X,X,X,X,X,X
States,New Hampshire,2017,31,X,X,X,X,X,X
States,New Jersey,2017,31,X,X,X,X,X,X
States,New Mexico,2017,31,64,0,0,0,0,0
States,New York,2017,31,738,3,1,0.54,0.41,0.14
States,North Carolina,2017,31,48,0,0,0,0,0
States,North Dakota,2017,31,X,X,X,X,X,X
States,Ohio,2017,31,491,8,0,1.63,1.63,0
States,Oklahoma,2017,31,86,0,0,0,0,0
States,Oregon,2017,31,X,X,X,X,X,X
States,Pennsylvania,2017,31,85,0,0,0,0,0
States,Rhode Island,2017,31,X,X,X,X,X,X
States,South Carolina,2017,31,107,0,1,0.93,0,0.93
States,South Dakota,2017,31,22,1,0,4.55,4.55,0
States,Tennessee,2017,31,30,0,0,0,0,0
States,Texas,2017,31,524,5,2,1.34,0.95,0.38
States,Utah,2017,31,296,3,1,1.35,1.01,0.34
States,Vermont,2017,31,X,X,X,X,X,X
States,Virginia,2017,31,102,0,0,0,0,0
States,Washington,2017,31,189,0,0,0,0,0
States,West Virginia,2017,31,224,0,0,0,0,0
States,Wisconsin,2017,31,236,2,0,0.85,0.85,0
States,Wyoming,2017,31,X,X,X,X,X,X
States,Puerto Rico,2017,31,0,0,0,0,0,0
States,Virgin Islands,2017,31,X,X,X,X,X,X
States,New York City,2017,31,X,X,X,X,X,X
States,Alabama,2017,32,153,2,2,2.61,1.31,1.31
States,Alaska,2017,32,X,X,X,X,X,X
States,Arizona,2017,32,85,0,0,0,0,0
States,Arkansas,2017,32,25,0,0,0,0,0
States,California,2017,32,475,5,2,1.47,1.05,0.42
States,Colorado,2017,32,160,0,0,0,0,0
States,Connecticut,2017,32,176,2,1,1.7,1.14,0.57
States,Delaware,2017,32,X,X,X,X,X,X
States,District of Columbia,2017,32,X,X,X,X,X,X
States,Florida,2017,32,X,X,X,X,X,X
States,Georgia,2017,32,229,1,0,0.44,0.44,0
States,Hawaii,2017,32,106,2,3,4.72,1.89,2.83
States,Idaho,2017,32,X,X,X,X,X,X
States,Illinois,2017,32,95,0,0,0,0,0
States,Indiana,2017,32,51,0,0,0,0,0
States,Iowa,2017,32,17,0,0,0,0,0
States,Kansas,2017,32,27,0,0,0,0,0
States,Kentucky,2017,32,113,0,0,0,0,0
States,Louisiana,2017,32,210,3,0,1.43,1.43,0
States,Maine,2017,32,X,X,X,X,X,X
States,Maryland,2017,32,16,0,0,0,0,0
States,Massachusetts,2017,32,81,1,0,1.23,1.23,0
States,Michigan,2017,32,178,2,1,1.69,1.12,0.56
States,Minnesota,2017,32,124,1,0,0.81,0.81,0
States,Mississippi,2017,32,X,X,X,X,X,X
States,Missouri,2017,32,297,0,0,0,0,0
States,Montana,2017,32,52,0,0,0,0,0
States,Nebraska,2017,32,35,0,0,0,0,0
States,Nevada,2017,32,X,X,X,X,X,X
States,New Hampshire,2017,32,X,X,X,X,X,X
States,New Jersey,2017,32,X,X,X,X,X,X
States,New Mexico,2017,32,84,1,0,1.19,1.19,0
States,New York,2017,32,769,1,1,0.26,0.13,0.13
States,North Carolina,2017,32,36,0,0,0,0,0
States,North Dakota,2017,32,X,X,X,X,X,X
States,Ohio,2017,32,438,2,2,0.91,0.46,0.46
States,Oklahoma,2017,32,79,0,0,0,0,0
States,Oregon,2017,32,X,X,X,X,X,X
States,Pennsylvania,2017,32,77,0,0,0,0,0
States,Rhode Island,2017,32,X,X,X,X,X,X
States,South Carolina,2017,32,92,1,0,1.09,1.09,0
States,South Dakota,2017,32,20,0,0,0,0,0
States,Tennessee,2017,32,27,1,1,7.41,3.7,3.7
States,Texas,2017,32,545,2,1,0.55,0.37,0.18
States,Utah,2017,32,334,1,0,0.3,0.3,0
States,Vermont,2017,32,13,0,0,0,0,0
States,Virginia,2017,32,100,0,0,0,0,0
States,Washington,2017,32,157,1,1,1.27,0.64,0.64
States,West Virginia,2017,32,214,0,0,0,0,0
States,Wisconsin,2017,32,202,3,0,1.49,1.49,0
States,Wyoming,2017,32,X,X,X,X,X,X
States,Puerto Rico,2017,32,0,0,0,0,0,0
States,Virgin Islands,2017,32,X,X,X,X,X,X
States,New York City,2017,32,X,X,X,X,X,X
States,Alabama,2017,33,164,0,3,1.83,0,1.83
States,Alaska,2017,33,X,X,X,X,X,X
States,Arizona,2017,33,100,1,0,1,1,0
States,Arkansas,2017,33,33,0,0,0,0,0
States,California,2017,33,480,1,2,0.63,0.21,0.42
States,Colorado,2017,33,170,0,1,0.59,0,0.59
States,Connecticut,2017,33,196,0,1,0.51,0,0.51
States,Delaware,2017,33,X,X,X,X,X,X
States,District of Columbia,2017,33,X,X,X,X,X,X
States,Florida,2017,33,X,X,X,X,X,X
States,Georgia,2017,33,303,1,3,1.32,0.33,0.99
States,Hawaii,2017,33,116,3,2,4.31,2.59,1.72
States,Idaho,2017,33,X,X,X,X,X,X
States,Illinois,2017,33,107,0,0,0,0,0
States,Indiana,2017,33,85,1,0,1.18,1.18,0
States,Iowa,2017,33,13,0,0,0,0,0
States,Kansas,2017,33,38,0,0,0,0,0
States,Kentucky,2017,33,147,0,0,0,0,0
States,Louisiana,2017,33,227,6,0,2.64,2.64,0
States,Maine,2017,33,X,X,X,X,X,X
States,Maryland,2017,33,21,0,1,4.76,0,4.76
States,Massachusetts,2017,33,89,1,0,1.12,1.12,0
